TIMESTAMP,PARTIDA_ID,PLAYER_ID,EQUIPO_ID,POS_X,POS_Y,SIZE,TOTAL_PLAYERS,MODO_JUEGO
2025-11-29 17:29:33.055,1,7,4,84,37,2,10,DUO
2025-11-29 17:29:33.055,1,8,4,64,57,2,10,DUO
2025-11-29 17:29:33.055,1,9,5,87,34,2,10,DUO
2025-11-29 17:29:33.055,1,10,5,11,33,2,10,DUO
2025-11-29 17:29:33.156,1,1,1,51,21,2,10,DUO
2025-11-29 17:29:33.156,1,2,1,90,49,2,10,DUO
2025-11-29 17:29:33.156,1,3,2,61,33,2,10,DUO
2025-11-29 17:29:33.156,1,4,2,75,67,2,10,DUO
2025-11-29 17:29:33.156,1,5,3,44,14,2,10,DUO
2025-11-29 17:29:33.156,1,6,3,29,32,2,10,DUO
2025-11-29 17:29:33.156,1,7,4,84,36,2,10,DUO
2025-11-29 17:29:33.156,1,8,4,64,56,2,10,DUO
2025-11-29 17:29:33.156,1,9,5,87,33,2,10,DUO
2025-11-29 17:29:33.156,1,10,5,11,32,2,10,DUO
2025-11-29 17:29:33.256,1,1,1,51,20,2,10,DUO
2025-11-29 17:29:33.256,1,2,1,90,48,2,10,DUO
2025-11-29 17:29:33.256,1,3,2,61,32,2,10,DUO
2025-11-29 17:29:33.256,1,4,2,75,66,2,10,DUO
2025-11-29 17:29:33.256,1,5,3,44,13,2,10,DUO
2025-11-29 17:29:33.256,1,6,3,29,31,2,10,DUO
2025-11-29 17:29:33.256,1,7,4,84,35,2,10,DUO
2025-11-29 17:29:33.256,1,8,4,64,55,2,10,DUO
2025-11-29 17:29:33.256,1,9,5,87,32,2,10,DUO
2025-11-29 17:29:33.256,1,10,5,11,31,2,10,DUO
2025-11-29 17:29:33.356,1,1,1,51,19,2,10,DUO
2025-11-29 17:29:33.356,1,2,1,90,47,2,10,DUO
2025-11-29 17:29:33.356,1,3,2,61,31,2,10,DUO
2025-11-29 17:29:33.356,1,4,2,75,65,2,10,DUO
2025-11-29 17:29:33.356,1,5,3,44,12,2,10,DUO
2025-11-29 17:29:33.356,1,6,3,29,30,2,10,DUO
2025-11-29 17:29:33.356,1,7,4,84,34,2,10,DUO
2025-11-29 17:29:33.356,1,8,4,64,54,2,10,DUO
2025-11-29 17:29:33.356,1,9,5,87,31,2,10,DUO
